obj,running_time,gap
20991.403499396758,3.3454984,0.0
21452.982994778835,2.740388,0.0
21144.322303499932,2.6997848,0.0
20794.1542395736,2.8353724,0.0
20489.25678795814,3.4391446,0.0
21159.20654266469,2.0573482,0.0
21086.583979246614,1.6416544,0.0
21062.956724159027,1.7378397,0.0
21322.817600419952,2.3119153,0.0
21174.286193797736,2.2853102,0.0
21375.840437688752,2.4113714,0.0
21105.42996346964,2.6273213,0.0
20943.90083670917,2.1721808,0.0
21341.435022316757,2.62944,0.0
20983.25507776706,2.5430127,0.0
20692.231973851645,3.4770681,0.0
21585.77465529896,2.1616765,0.0
20991.929242228387,3.157325,0.0
20326.38833614987,3.3552617,0.0
20999.562410808532,2.3531486,0.0
20701.38365762971,3.2020242,0.0
20782.64984560994,3.0317137,0.0
20996.557001514582,3.4129997,0.0
20737.77161748988,2.4337567,0.0
20846.389512721893,2.3926447,0.0
20752.173687743598,2.8835662,0.0
20382.14756338623,3.4966512,0.0
21043.295549803886,2.4265003,0.0
21219.28611310855,2.7568756,0.0
20805.52338895434,2.4546816,0.0
