obj,running_time,gap
88412.69726794405,17.2475998,0.0
89172.10112526715,9.0878573,0.0
89283.58645542829,9.2219725,0.0
88745.292944075,12.4128468,0.0
89207.41234028208,11.9499575,0.0
89270.36904788626,9.2462181,0.0
89488.17565528509,8.0271756,0.0
88722.31392621848,11.9156835,0.0
89681.25865420095,9.3192197,0.0
89912.92613786926,9.7311368,0.0
89400.51240480757,7.6242845,0.0
89612.57850945243,7.3047833,0.0
89009.58443876095,14.9690782,0.0
89178.75312005157,9.6410443,0.0
88605.3711602572,17.0102313,0.0
88693.61335309855,13.2085024,0.0
89657.97317720143,6.9601426,0.0
88389.71683616945,13.5890184,0.0
89526.21814097556,7.7284989,0.0
88993.80708800784,12.3291915,0.0
89351.54285835802,7.6530689,0.0
88145.94018395545,15.9713859,0.0
90055.78817324575,8.3996859,0.0
89128.08045563709,8.7753934,0.0
89914.22771044073,7.3401913,0.0
88646.39490293339,11.5798825,0.0
89889.90605171297,11.104048,0.0
89136.95610933611,11.5417844,0.0
89706.09134433966,8.2571117,0.0
89745.88036468733,7.8281685,0.0
