obj,running_time,gap
7760.535275476014,0.1939613,0.0
7760.535275476014,0.199641,0.0
7760.535275476014,0.1856421,0.0
7760.535275476014,0.2178925,0.0
7760.535275476014,0.1883264,0.0
7760.535275476014,0.2382062,0.0
7760.535275476014,0.225469,0.0
7760.535275476014,0.2436076,0.0
7760.535275476014,0.1980389,0.0
7760.535275476014,0.1869006,0.0
7760.535275476014,0.261525,0.0
7760.535275476014,0.1977515,0.0
7760.535275476014,0.1994685,0.0
7760.535275476014,0.1888975,0.0
7760.535275476014,0.2769686,0.0
7760.535275476014,0.2072262,0.0
7760.535275476014,0.1998711,0.0
7760.535275476014,0.192932,0.0
7760.535275476014,0.2140225,0.0
7760.535275476014,0.1900227,0.0
7760.535275476014,0.2031492,0.0
7760.535275476014,0.2007527,0.0
7760.535275476014,0.228171,0.0
7760.535275476014,0.2722306,0.0
7760.535275476014,0.2151776,0.0
7760.535275476014,0.1955536,0.0
7760.535275476014,0.1808921,0.0
7760.535275476014,0.2175121,0.0
7760.535275476014,0.2303915,0.0
7760.535275476014,0.2166091,0.0
